path	filesize	transcript
clips/common_voice_az_3851.wav	224044	 bilirəm bu fikrin ağlıma əvvəl gəlmədiyinə inanmaq çətindi amma mən problemin həlli barədə fikirləşmir yalnız narahat olurdum axı
clips/common_voice_az_3852.wav	192044	 dərhal səhər vəkilimlə məsləhətləşəcəyimə qarar aldım sonra yatmağa getdim və ölü kimi yuxuladım
clips/common_voice_az_3853.wav	64044	 bəs bütün bu əhvalat nə ilə qutardı
clips/common_voice_az_3854.wav	160044	 növbəti gün səhər vəkilim rayon prokurorunun yanına getməyi və hər şeyi ona danışmağa məsləhət gördü
clips/common_voice_az_3855.wav	160044	 mən onun məsləhətinə əmr elədim başıma gələn danışıbqurtaranda təcibimə rəğmən prokurorun bu sözlərini eşitdim ki
clips/common_voice_az_3856.wav	288044	 jantaş edib pul almaq bizim rayonumuzda artıq uzun aylar davam edirmiş və özünü hükumət müfəttişi adlandıran adam polisin axtarışında olan fırıldaxçıdır
clips/common_voice_az_3857.wav	288044	 mən peşəkar fırıldaxçıya beş min dolları verim ya verməyim üzərində fikirləşəkfikirləşək üç gün və üç gecə əzab çəkəndən sonra bütün bunları böyük hüngülnüklə eşitdim
clips/common_voice_az_3858.wav	64044	 bu təcrübə mənə bütün ömrüm boyu dərs oldu
clips/common_voice_az_3859.wav	224044	 indi qarşımda təixirə salınmaz problem meydana çıxanda qoca ulyas keryerin formulu adlandırdığım metodu tətbiq edirəm
clips/common_voice_az_3860.wav	448044	 ulyas keryer kristalsiti şəhərindəki zavodda qaz təmizləyici avadanlığın quraşdırılması ilə bağlı əzaplı günlər keçirdiyi həmin vaxtlarda nebraska şəhərinin broken bow şəhərində olan cavan adam vəsiyyət naməsini tərtib edirdi
clips/common_voice_az_3861.wav	160044	 onun adı errol penny idi onun biriki barmaq bağırsağında xura əmili gəlmişdi
clips/common_voice_az_3862.wav	192044	 üç həkim o cümlədən də xuralar üzrə məşhur mütəxəssis bildirmişdi ki cana pennynin malcəsi yoxdur
clips/common_voice_az_3863.wav	192044	 həkimlər ona pəhric oturmağı və həyəcan keçirməməyi narahat olmamağı tam sakitləşməyi məsləh görmüşdülər
clips/common_voice_az_3864.wav	128044	 bundan başqa onlar ona vəsiyyət naməsini yazmağı da tövsiyə eləmişdilər
clips/common_voice_az_3865.wav	160044	 xəstələnməyi pennyni əla və yaxşı məvazipli işdən imtina etməyə artıq məcbur eləmişdi
clips/common_voice_az_3866.wav	128044	 beləcə onun heç bir işi və üstünə yavaşyavaş gələn ölümü gözləməkdən başqa çarəsi qalmadı
clips/common_voice_az_3867.wav	128044	 onda o qərar qəbul etdi orijinal və əla bir qərar
clips/common_voice_az_3868.wav	224044	 indi ki mənim ömrümə belə az qalıb o fikirləşdi bu qısa vaxt ərzində həyatdan hər şeyi almağa çalışmaq lazımdır
clips/common_voice_az_3869.wav	64044	 mən həmşə dünya səyahətində çıxmağa arzulamışam
clips/common_voice_az_3870.wav	96044	 əgər mənə bu qismətdirsə onda onunla belə ind eləmək lazımdır
clips/common_voice_az_3871.wav	32044	 və o para xoda bilet aldı
clips/common_voice_az_3872.wav	64044	 həkimlər dəhşət içindeydilər
clips/common_voice_az_3873.wav	64044	 biz sizi xəbərdar etməliyik onlar cana pennyə dedilər
clips/common_voice_az_3874.wav	128044	 əgər bu səyahətə çıxsaq onda dənizdə dəfin edilmiş olacaqsınız
clips/common_voice_az_3875.wav	96044	 yox bu olmayacaq o cavab verdi
clips/common_voice_az_3876.wav	224044	 mən öz qohumlarımla danışmışam və onlar məni nebraska şəhətində brikombo şəhərində ailə əskiləpimizdə dəfin edəcəklər
clips/common_voice_az_3877.wav	96044	 buna görə də mən tabut almağa hazırlaşıram və onu özümlə səyahət əparacam
clips/common_voice_az_3878.wav	224044	 o tabutu aldı onu gemiyə gətirdi və səyahət zamanı vəfat edəcəyə halda nə itmək barədə para xod kampaniyasının rəhbərliyilə danışdı
clips/common_voice_az_3879.wav	192044	 onlardan xərclədi ki bu halda onun meydi lainer vətənə qayıdana qədər soyducu bölməyə qoyulsun
clips/common_voice_az_3880.wav	96044	 o bu səyahətə qoca ömərin bu şiiri ilə ilhamlanaraq yola düşdü
clips/common_voice_az_3881.wav	96044	 səyahət dövründə o quru qanuna əslə riayə ediləmirdi
clips/common_voice_az_3882.wav	256044	 mən bu səyahət zamanı soda və buz qatılmış viski içir və uzun sigaralar çəkirdim deyə cənab peyni indi mənim qarşımda olun məhtubunda yazır
clips/common_voice_az_3883.wav	224044	 mən ən müxtəlif təyamları yeyirdim o cümlədən də bu yerlərin məni mütləq öldürməli olan xorehlərini
clips/common_voice_az_3884.wav	96044	 mən uzun illər ərzində keçirmədiyim ləzzətlə əylənirdim
clips/common_voice_az_3885.wav	160044	 biz təhbircə qorxduğuma görə məni tabuta uzatmalı olan musum və tayfunlara düşdü
clips/common_voice_az_3886.wav	128044	 lakin mən yalnız kəskin romantik hisslər keçirirdim
clips/common_voice_az_3887.wav	192044	 gəmirdə olanda idman oyunları oynayır mahnı oxuyurdum təzi dostlar tapdum gecəyəriyə qədər əylənirdim
clips/common_voice_az_3888.wav	128044	 biz gəlib çin və hindistana çatanda mən işlərim meydana çıxardığı həycanların
clips/common_voice_az_3889.wav	192044	 və evdə təqib edən qayğıların şəxtə gördüyüm yoxsulluq və azılıqla müqayisədə cənnət olduğunu başa düşdüm
clips/common_voice_az_3890.wav	128044	 mənasız həycanlarımdan əzəb çəkməyə son qoydum və özümü əla hiss elədim
clips/common_voice_az_3891.wav	192044	 amerikaya çəkimi doqquzsıfır fot artıraraq qayıtdım mən də mədə xurasının olduğunu demək olar unutmuşdum
clips/common_voice_az_3892.wav	96044	 həyatımda heç vaxt özümü bundan yaxşı hiss eləməmişdim
clips/common_voice_az_3893.wav	224044	 tabutu dərhal geri tabutçunun özünə satdım və yenə dişlərimə girişdim o vaxtdan bir dəfə də xəstələnməmişəm
clips/common_voice_az_3894.wav	256044	 erl həni bütün bunlar baş verən vaxt ulis keryer və onun narahatlıqla mübarizə metodu haqqında heç vaxt eşitməmişdim
clips/common_voice_az_3895.wav	224044	 lakin inni mənə aydın oldu ki deyə o bu yaxınlarda mənə danışdı qeyrişüuri olaraq eyni ilə həmin prinsipi tətbiq eləmişəm
clips/common_voice_az_3896.wav	160044	 mən baş verə biləcək ən pis şeylə barışdım mənimlə bağlı söhbət ölümlə gedirdi
clips/common_voice_az_3897.wav	192044	 ardınca mənə buraxılan ömrün qalan hissəsində həyatdan ləzzət almaqla öz vəziyyətimi yaxşılaşdırmağa çalışdım
clips/common_voice_az_3898.wav	224044	 əgər mən səyahət zamanına narahatlıq hiss eləmiş olsaydım onda heç bir şübhə yoxdur ki geriyə yolu mən tabutta uzanaraq keçirdərdim
clips/common_voice_az_3899.wav	256044	 amma süsləşdim və hər şeyi yaddan çıxartdım əldələdiyim ruhu sakitlik mənə həyatımı faktik olaraq xilas edən enerji verdi
clips/common_voice_az_3900.wav	288044	 beləliklə bizim haqqında artıq danışdığımız magik formula əməl etməklə ulis keryer dəyəri ikisıfır min dollar olan kontraktı xilas edə bildi
clips/common_voice_az_3901.wav	224044	 new yorkdan olan biznesmən özünü şantajda müdafiə elədi errol henni isə faktik olaraq öz həyatını xilas edə bildi
clips/common_voice_az_3902.wav	128044	 bəlkə bu formula sizə də bəzi problemlərinizin həllini də kömək eləyə bilər
clips/common_voice_az_3903.wav	160044	 bəlkə o sizə həlli olmayan məsələlər kimi görünən problemlərin adlanmasında da karınıza gəldi
clips/common_voice_az_3904.wav	64044	 beləliklə ikinci qayda
clips/common_voice_az_3905.wav	192044	 əgər sizdə narahatlıqla ilə qədar olan situasiyalar yaranırsa ulis keryerin magik formunu tətbiq edin
clips/common_voice_az_3906.wav	128044	 birinci özünüzdən soruşun baş verə biləcəklərin arasında ən pis olan nədir
clips/common_voice_az_3907.wav	128044	 ikinci özünüzü zərurət yaranacaq halda bununla barışmağa hazırlaşdırın
clips/common_voice_az_3908.wav	160044	 və üçüncü sonrəsə situasiyanın necə dəyişmək lazım olduğu barədə sakitcə fikirləşin
clips/common_voice_az_3909.wav	96044	 narahatlıq nə kimi nəticələrə gətirə bilər
clips/common_voice_az_3910.wav	160044	 narahatlıqla mübarizə aparmağı bacarmayan işgüzər insanlar cavan ölürlər
clips/common_voice_az_3911.wav	32044	 dr aleksiz qaril
clips/common_voice_az_3912.wav	128044	 bir neçə il əvvəl axşam vaxtı qonşum qapımın zəngini vurdu və dilə tutmağı başladı ki
clips/common_voice_az_3913.wav	96044	 mən və ailəm özümüzə çiçə xəstəliyindən peyvənd etdirək
clips/common_voice_az_3914.wav	128044	 o new yorkun bir çox mənzillərinin qapısının zəngini çalan minlərlə könüllüdən biriydi
clips/common_voice_az_3915.wav	160044	 qorxaya düşən insanlar peyvən ediləcəklərini gözləyirək saatlarla növbədə dururdu
clips/common_voice_az_3916.wav	128044	 peyvənd məntəqələri təhcip üçün xəstəxanalarda yox həmçinin yağını söndürən depo
clips/common_voice_az_3917.wav	128044	 polis idarələrində və iri sənayə müəssisələrində də açılmışdı
clips/common_voice_az_3918.wav	128044	 iki min nəfərdən çox həkim və tipbadcısı topatopa insanları peyvənd edərək
clips/common_voice_az_3919.wav	96044	 geci və gündüz özlərini əldənayaqdan salaraq işləyirdi
clips/common_voice_az_3920.wav	64044	 belə bir həycanın səbəbi nədədir
clips/common_voice_az_3921.wav	96044	 new yorkda səkkiz nəfər çiçə xəstəliyinə tutulub onlardan ikisi vəfat edib
clips/common_voice_az_3922.wav	96044	 demək olar səkkiz milyon əhalə arasında iki ölüm halı
clips/common_voice_az_3923.wav	96044	 demək lazımdır ki artıq üçyeddi ildən çoxcuq new yorkda yaşayırım
clips/common_voice_az_3924.wav	96044	 və indiyə qədər heç kim qapımın zəngini buna görə vurmayıb ki
clips/common_voice_az_3925.wav	128044	 məni emosional sarsıntıdan son üçyeddi ildə çiçə xəstəli ilə müqayisədə
clips/common_voice_az_3926.wav	96044	 birsıfır min dəfə artıq ziyan vurmuş xəstəlikdən xilas edin
clips/common_voice_az_3927.wav	128044	 kön ölülərdən heç kez qapımın zəngini çalmayıb və məni bu barədə xəbərdər eləməyib ki
clips/common_voice_az_3928.wav	160044	 abşda yaşayan insanların hər birsıfır nəfərindən beri əksər hallarda narahatlıq
clips/common_voice_az_3929.wav	160044	 və emosional konfliktlərin meydana çıxardığı əsəb sisteminin pozulması ilə xəstələnəcək
clips/common_voice_az_3930.wav	96044	 beləliklə mən bu fəsləyi yazaraq sizin qapımınızın zəngini vurmağa
clips/common_voice_az_3931.wav	96044	 və sizi bu haqda xəbərdar etməyə can atıram
clips/common_voice_az_3932.wav	160044	 məşhur alim səhiyyə üzrə nobel mükəfəti lauriyyatı doktor aleksiz karil deyib
clips/common_voice_az_3933.wav	160044	 narahatlıqla mübarizə aparmağı bacarmayan işgüzər insanların ömrü az olur
clips/common_voice_az_3934.wav	160044	 lakin bu həm evdar qadınlara həm veteranlara həm də bənnalara aiddir
clips/common_voice_az_3935.wav	96044	 mən bir neçə il əvvəl məzuniyyətimi doktor qobirlə
clips/common_voice_az_3936.wav	128044	 santifi şəhəri dəmir yolunun səhiyyə işçilərindən biri ilə birlikdə
clips/common_voice_az_3937.wav	128044	 avtomobillə texas və new meksika üstadlarında səyahət etməklə keçirirdim
clips/common_voice_az_3938.wav	192044	 o meksika körfəzi kolorado və santifi xəstəlxanaları asosiasiyasında baş terapiə fəcbəsini tuturdu
clips/common_voice_az_3939.wav	128044	 biz narahatlığın insana təsiri barədə söhbət elədik və o dedi
clips/common_voice_az_3940.wav	160044	 həkimi müraciət edən pasiyentlərin yeddisıfıri özlərdə müalicə oluna bilərdi
clips/common_voice_az_3941.wav	96044	 əgər onlar qorxu və narahatlıqdan yaxa qutara bilsəydilər
clips/common_voice_az_3942.wav	128044	 düşünməyin ki mən onların xəstəliklərini qüvvətəxayil olunan xəstəliyə səbələyirəm
clips/common_voice_az_3943.wav	128044	 onların xəstəliyi diş ağrısı kimi realdır və çox ufaq birsıfırsıfır qat ciddidir
clips/common_voice_az_3944.wav	96044	 mən əsəb zəminində həzım prosesinin pozulması
clips/common_voice_az_3945.wav	128044	 yoxuzsuzluq baş ağrıları və iflicin bəzi növlər haqqında danışıram
clips/common_voice_az_3946.wav	160044	 bu xəstəliklər realdı mən nə dediyimi bilirəm doktor qober demişdi
clips/common_voice_az_3947.wav	96044	 axı mən özümdə ikisıfır il ərzində mədəxurasına nəziyyət çəkmişim
clips/common_voice_az_3948.wav	160044	 qorxu narahatlıq doğurur narahatlıq sizi qıcıqlanmış və əsəbi halı gətirir
clips/common_voice_az_3949.wav	96044	 üstəlik mədənizin əsəblərinə də təsir göstərir
clips/common_voice_az_3950.wav	160044	 bundan əlavə mədənizin şirəsinin tərkibi dəyişir ki bu da çox vaxt mədəxurasına gətirir
clips/common_voice_az_3951.wav	192044	 əsəb zəminində mədə pozuntusu kitabının müəllifi dr joseph montagu də eyni şeyi deyir
clips/common_voice_az_3952.wav	128044	 o yazır mədəxurası sizin nə yediyinizdən meydana çıxmır
clips/common_voice_az_3953.wav	96044	 xoralar sizin özünüzü yeməkdən meydana çıxır
clips/common_voice_az_3954.wav	96044	 mayo klinikasının həkimi dr alvarez deyir
clips/common_voice_az_3955.wav	192044	 xoralar çox vaxt emosional stres əyrəsinin qalxma və inmələrindən asılı olaraq açılır və çapıqla örtülür
clips/common_voice_az_3956.wav	224044	 bu qənaətə mayo klinikasında mədə pozuntuları diaqnoz ilə qəbul edilmiş birbeş min nəfər pasiyentin müayinəsi əsasında gəlinmişdir
clips/common_voice_az_3957.wav	192044	 pasiyentlərin hər beş nəfərindən dörddündə mədəx əstəliklərini meydana çıxaran fiziki səbəblər yox idi
clips/common_voice_az_3958.wav	320044	 mədəx əstəliklərini və mədəxurasını doğuran əsas faktorlar qorxu narahatlıq nifrət istisnasız eqaizm və real gerçəkləyə uyğunlaşmaq qabiliyyətindən olmaması idi
clips/common_voice_az_3959.wav	64044	 mədəxurası sizi öldürə bilər
clips/common_voice_az_3960.wav	192044	 live jurnalının verdiyi məlumata görə mədəxurası hazırda ölümgül xəstəliklər sırasında birsıfırcu yerdədir
clips/common_voice_az_3961.wav	128044	 bu yaxınlarda mən mayo klinikasında çalışan doktor qarol tabiynə məhdublaşırdım
clips/common_voice_az_3962.wav	224044	 o əmək higiyyən asasiyyəsində işləyən terapevt və carraqların amerika asosiasiyasının illik konferansında məruzə etmişdi
clips/common_voice_az_3963.wav	352044	 və həmin məruzədə orta yaş həddi dörddördüç olan biryeddialtı nəfər inzibati işçinin sağlamlıq vəziyyətinin tədqiqatı barədə məlumat verilirdi
clips/common_voice_az_3964.wav	192044	 demək bu inzibatçıların üçdə birindən çoxu gərgin həyat tərzində xas olan üç xəstəlikdən birindən əcəyət çəkir
clips/common_voice_az_3965.wav	160044	 ürək xəstəlikləri həzmətmə traktorunun xurası və ya yüksək qan təyziqi
clips/common_voice_az_3966.wav	160044	 siz bircə fikirləşin bizim işgüzar adamlarımızın üçdə birindən çoxu heç dördbeş yaşına belə çatmamış
clips/common_voice_az_3967.wav	160044	 öz orqanizmini ürək xəstəlikləri xuralar və yüksək təyziqlə dağıdır
clips/common_voice_az_3968.wav	64044	 uğur onlara necə də baxabaşı gəlir
clips/common_voice_az_3969.wav	256044	 şiqeret haqqında danışanda şiqeret buraxan bütün dünyada tanınan firmanın bir mülkü ətçisi barədə xatırladım
clips/common_voice_az_3970.wav	160044	 bu yaxınlarda o kanadanın möşələrində istirahat elədiyi vaxt ürək çatışmazlığından vəfat etmişdi
clips/common_voice_az_3971.wav	96044	 o milyonların sahibidir və altıbir yaşında vəfat elədi
clips/common_voice_az_3972.wav	192044	 işlərdə necə deyərlər uğur qazanmaq üçün o çox küman ömrünün uzun illərini sərf etmişdi
clips/common_voice_az_3973.wav	160044	 hesab eləyirəm ki siqeret bıraxılması üzrə firmanın sahibi öz milyonları ilə missuri iştihadından
clips/common_voice_az_3974.wav	256044	 fermerinin cibində bir dollar belə olmadan səkkizdoqquz yaşında vəfat etmiş atamın nail olduğu uğurun heç yarısına da çatmamışdı
clips/common_voice_az_3975.wav	256044	 məşhur mayo qardaşları bildiriblər ki ölkəmizdə xəstəxanat çarpaylarının yarısından çoxu əsəb xəstəliklərindən əziyyət çəkən insanlar tərəfindən tutulub
clips/common_voice_az_3976.wav	192044	 lakin həmin insanlar öləndən sonra onların əsəbləri güclü mikroskop altında nəzərdən keçiriləndi aydın olur ki
clips/common_voice_az_3977.wav	128044	 əksaralarda onların əsəbləri jack dempseysin əsəbləri kimi sağlandı
clips/common_voice_az_3978.wav	160044	 deməli bu insanlarda əsəb xəstəliklərini əsəb sisteminin fiziki pozuntuları yox
clips/common_voice_az_3979.wav	224044	 ümitsizlik frustrasiya narahatlıq qorxu məqlubiyyət əlasızlıq kimi emosiyalar doğurmuşdur
clips/common_voice_az_3980.wav	32044	 platon demişdi
clips/common_voice_az_3981.wav	224044	 həkimlərin ən böyük səfi insanın ruhunu müalicə eləməyə cəhd belə etmədən onun bədənini müalicə etmələrindən ibarətdir
clips/common_voice_az_3982.wav	224044	 lakin ruh və bədən özləri ilə vahid bütövü təcəssüm elətdirir və onları ayrıayrılıqda müalicə etmək qeyrimümkündür
clips/common_voice_az_3983.wav	160044	 bu böyük həqiqəti dərk eləmək üçün tip elminə ikiüç yüzyillik tələb olundu
clips/common_voice_az_3984.wav	160044	 biz səhiyyənin psixomotik təbabət adlından yeni sahəsini yalnız indi inkişaf elətdiririk
clips/common_voice_az_3985.wav	96044	 bu tip sahəsi eyni vaxtda həm ruhu həm də bədən müalicədir
clips/common_voice_az_3986.wav	128044	 biz bu elmin təkmilləşdirilməsi ilə çox da məşğul olmalıydıq
clips/common_voice_az_3987.wav	288044	 səhiyyə çiçək xolera sarılıq və onlarla digər bu kimi milyonlarla insana bir vaxt məzara aparan infeksiyon xəstəlikləri əsas etibarilə ləğv edib
clips/common_voice_az_3988.wav	384044	 lakin tip belmi mikropların deyil emosiyaların narahatlıq qorxu nifrət frustrasiya və əlasızlıq emosiyalarının meydana çıxardığı psixi və fiziki pozuntular növtəsindən indiyə qədər də gələ bilmir
clips/common_voice_az_3989.wav	128044	 bu emosional pozuntuların qurbanlarının sayı faciəvi sürətləri artır
clips/common_voice_az_3990.wav	320044	 həkimlərin hesablamalarına görə hazırda yaşayan amerikaların hər ikisıfır nəfərindən biri ömrünün bir hissəsini ruhi xəstələr üçün müəssisələrdə getirəcək
clips/common_voice_az_3991.wav	256044	 ikinci dünya müharibəsi dövründə orduya çağırılan cavan insanların hər altı nəfərindən biri psixi pozuntu səbəbindən orduda xidmətdən azad edilir
clips/common_voice_az_3992.wav	64044	 psixi xəstəlikləri meydana çıxaran nədir
clips/common_voice_az_3993.wav	224044	 bu sualı qənaətbəxt cavabı heç kim verə bilməz lakin əksər hallarda qorxu və narahatlıq buna şərait yaratmış olur
clips/common_voice_az_3994.wav	352044	 səhsəkəlli və küncə qısnanmış real dünyaya uyğunlaşmağı bacarmayan individ özünü əhatə edən mühitlə bütün əlaqələrini qırır və öz təxəyyülündəki fərdi dünyasına çəkilir
clips/common_voice_az_3995.wav	96044	 bu minvalla o həyəcan və taratımlardan azad olmağa çalışır
clips/common_voice_az_3996.wav	288044	 mən bu sətirləri yazarkən yazı stolumun üstündə dr edvard podolskinin narahat olmağa son qoyun və normal həyat yaşayın adlı kitabı var
clips/common_voice_az_3997.wav	96044	 aşağıda bu kitabın bəzi fəsirlərinin adları göstərilir
clips/common_voice_az_3998.wav	64044	 narahat olmaq ürəyə necə təsir edir
clips/common_voice_az_3999.wav	64044	 yüksək qan təyzigi və onun narahatlıqla əlaqəsi
clips/common_voice_az_4000.wav	64044	 revmatizmi narahatlıq meydana çıxara bilər
clips/common_voice_az_4001.wav	64044	 mədəniz üçün az narahat olun
clips/common_voice_az_4002.wav	96044	 narahat olmaq soyuqdəmi ağırlarına necə meydana çıxara bilər
clips/common_voice_az_4003.wav	64044	 narahatlıq və mədə altı vəzi
clips/common_voice_az_4004.wav	64044	 narahatlıq səbəbindən meydana çıxan diabet
clips/common_voice_az_4005.wav	96044	 narahatlıqla mübazizə problemlərinə başqa bir kitab da həsr olunub
clips/common_voice_az_4006.wav	32044	 insan özözünə qarşı
clips/common_voice_az_4007.wav	96044	 bu kitab məşhur psixolog carl menninger tərəfindən yazılıb
clips/common_voice_az_4008.wav	320044	 dr menningerin kitabı mənfi emosiyalara öz həyatımızda dominant təşkil etməyə imkan verəndə özümüzə nə qədər böyük ziyan vurduğumuzun heyrətamiz kəşfini təcəssüm etdirir
clips/common_voice_az_4009.wav	160044	 əgər siz öz həyatınızı dağıtmağa son qoymaq istəyirsinizsə bu kitabı alın onu oxuyun
clips/common_voice_az_4010.wav	160044	 kitabın qiyməti dörd dollardır və bu sizin həyatınızda etdiyiniz ən yaxşı polyatırımlarından biri olacaq
clips/common_voice_az_4011.wav	96044	 narahatlıq hətta ən fligmatik adamı da xəst edə bilər
clips/common_voice_az_4012.wav	128044	 general grant bunu vətəndaş müharibəsinin başa çatdığı mərhələdə hiss eləmişdi
clips/common_voice_az_4013.wav	64044	 baxın nə danışırlar
clips/common_voice_az_4014.wav	128044	 grantın qoşunları richmondu doqquz ay idi mühasir vəziyyətini saxlayırdı
clips/common_voice_az_4015.wav	128044	 general leenin cüncıncır içində və ac dəstələri darmadağın edilmişdi
clips/common_voice_az_4016.wav	64044	 bütöv alaylar ferarəliyələmişdi
clips/common_voice_az_4017.wav	192044	 düşmənin digər əsgərləri öz çadırlarında kütləvi dua mərasimləri keçirir qışqırır ağlayır və sayıqlayırdılar
clips/common_voice_az_4018.wav	32044	 son yaxında idi
clips/common_voice_az_4019.wav	256044	 leenin əsgərləri richmondu pambıq və tüdun ambarlarını cəbbəxananı yandırdılar və alıqın nəril dədiyi şəhərdən gecə ikən qaçdılar
clips/common_voice_az_4020.wav	192044	 grantın ordusu düşməni dabandabana təqib edərək canıplılara hər iki cinaqdan və arxadan həmlələr edir
clips/common_voice_az_4021.wav	288044	 həmin vaxtda isə şeridanın süvariləri qabaqdan zərbə indirərək öz yolları üstündə dəmir yolu xətlərini patladır və hərbi yükdolu qatarları ələ keçirirdilər
clips/common_voice_az_4022.wav	224044	 dəhşətli baş ağrısından yarıkör vəziyyətdə olan grant öz ordusundan geri qalmışdı və bir fermerin evində dayanmışdı
clips/common_voice_az_4023.wav	288044	 mən bütün gecəni o memurlarında xatırlayır ayaqlarımı istivanlaya sallayaraq və xardallı sarğını biləhlərimə və başıma bağlayaraq keçirdim
clips/common_voice_az_4024.wav	64044	 ümid edirdim ki səhərə sağlarım
clips/common_voice_az_4025.wav	64044	 növbəti səhər üçün o ani olaraq sağaldı
clips/common_voice_az_4026.wav	192044	 və onu xardallı sarğısı yox bütün yolu dörd ayaq atı çaparaq gələn süvari əskərin ona verdiyi sevinc xəbəri oldu
clips/common_voice_az_4027.wav	160044	 əskər ona leenin göndərdiyi generalın təslim olmaq istəyi ifadə olunmuş məhtub vermişdi
clips/common_voice_az_4028.wav	128044	 zabit mənə məhtubu gətirən mənə yaxınlaşanda grant yazır
clips/common_voice_az_4029.wav	128044	 hələ də baş ağrısından əziyyət çəkirdim lakin məhtubu oxuyan andaca sağaldım
clips/common_voice_az_4030.wav	192044	 təmamilə əskərdir ki grantın xəstəliyinə doğuran məhz narahatlıq əsəb gərginlik və emosiyalar idi
clips/common_voice_az_4031.wav	224044	 o özünə inam duyanda əldə olunan uğurdan və qələbədən sevinc getirəndə emosiyalar fərqli çalar olan kimi general sağaldı
clips/common_voice_az_4032.wav	224044	 üstündən yeddisıfır il keçəndən sonra franklin rooseveltin administrasiyasında maliyyə naziri henry mungentau əskəritmişdi ki
clips/common_voice_az_4033.wav	128044	 narahatlıq onu baş gizlənmə halına çatana qədər əldən salır
clips/common_voice_az_4034.wav	288044	 o öz gündəliyində yazırdı ki prezident buğdanın qiymətini qaldırmaq üçün bir günün içində dörd milyon dördsıfırsıfır min buş el buğda alanda o çox bəlkə narahat olmuşdu
clips/common_voice_az_4035.wav	224044	 gündəliyində yazırdı ki bundan xəbər tutanda hərfi mənada başım gecələndi evə getdim və linçdən sonra iki saat yatdım
clips/common_voice_az_4036.wav	160044	 narahatlığın insanları nəyə gətirib çıxardığını görmək üçün nə kitab qanayı nə də həkimə getmək lazımdır
clips/common_voice_az_4037.wav	128044	 mənə bu kitabı yazdığım otağın pəncərəsindən baxmaq kifayətdi
clips/common_voice_az_4038.wav	160044	 və narahatlığın əsəb pozuntusuna gətirib çıxardığı evi bir kvartal həddində görəcəyəm
clips/common_voice_az_4039.wav	128044	 bir başqa evi də hansında ki adam özünün narahatlıqla diyabətə çatdırıb
clips/common_voice_az_4040.wav	160044	 fond bircəsinin səhimlərinin qiyməti düşəndə onun qanında və sidiyində şəkəri miqdara artmışdı
clips/common_voice_az_4041.wav	224044	 məşhur fransız filosofu montin öz doğma şəhəri bordonun meri seçiləndə həmşəhərlilərinə bu sözlərlə müraciət etmişdi
clips/common_voice_az_4042.wav	160044	 mən sizin işlərinizi öz əllərimə almağa razıyam amma qara və ağcı əllərimə yox
clips/common_voice_az_4043.wav	224044	 haqqında danışdığım qonşum yol verdi ki fond bircəsində vəziyyət onun qanına təsir etsin və bu onu az qala öldürmüşdü
clips/common_voice_az_4044.wav	192044	 narahatlıq sizdə reumatizm yaxud artrit meydana çıxara və sizi həmçəlik əlil arabasında pərcimləyə bilər
clips/common_voice_az_4045.wav	224044	 kornel universitetinin professoru tibb ölümləri doktoru rassel sesil artrit üzrə dünyə miqyasında məhşur olan mütəxəssistdir
clips/common_voice_az_4046.wav	128044	 o artritin inkişaf etməsində şərait yaradan əsas dörd şərti göstərib
clips/common_voice_az_4047.wav	64044	 birci ailə həyatının dağılması
clips/common_voice_az_4048.wav	96044	 ikici maliyyə faciəsi və ya hansısa bir dərd
clips/common_voice_az_4049.wav	64044	 üçcü tənhalıq və narahatlıq
clips/common_voice_az_4050.wav	96044	 dördcü uzun müddət ürəyə salınan kin küdurət
clips/common_voice_az_4051.wav	192044	 aydın məsələdir ki bu dörd emosional vəziyyət artritin heç uzaqdan uzağa da yeganə səbəbləri deyil
clips/common_voice_az_4052.wav	96044	 artritin müxtəlif səbəblərdə meydana çıxan bir çox növləri mövcuddur
clips/common_voice_az_4053.wav	256044	 lakin təkrar edirəm artritin inkişafına gətirən ən çox yayılmış şərtlər doktor rassel sesil tərəfindən göstərilən amillərdir
clips/common_voice_az_4054.wav	32044	 məsələ
clips/common_voice_az_4055.wav	192044	 dostum maliyyə böhranı dövründə elə ağır ziyancəydi ki qaz kontoru onun evində qazı bağladı
clips/common_voice_az_4056.wav	96044	 bank isə onu öz evini qirovdan çıxarmaq ürubundan məhrum etdi
clips/common_voice_az_4057.wav	96044	 bu insanın həyat yoldaşı gözlənilmədən artrit xəstəliyi keçirdi
clips/common_voice_az_4058.wav	160044	 dərman və pəhrizə baxmayaraq ailənin maliyyə vəziyyəti düzəlməyənə qədər artrit müalicə olunmurdu
clips/common_voice_az_4059.wav	64044	 narahatlıq dişlərin karyesini meydana çıxara bilər
clips/common_voice_az_4060.wav	192044	 dr william mcgonig amerika stomatoloji asosiasiyasından toplantısında etdiyi çıxışında demişdi ki
clips/common_voice_az_4061.wav	160044	 narahatlığın qorxunun qərəzli münasibətin doğurduğu xoşə gəlməz emosiyalar
clips/common_voice_az_4062.wav	128044	 orqanizmdəki kaosiumun balansını poza və karyes meydana çıxara bilər
clips/common_voice_az_4063.wav	96044	 dr mcgonig bir pasient haqqında danışmışdı ki
clips/common_voice_az_4064.wav	160044	 həyat yoldaşı qəfildən xəstələnməyənə qədər bu pasientin dişləri əla vəziyyətdə idi
